eye_openness_left,eye_openness_right,eyebrow_distance_left,eyebrow_distance_right,mouth_openness,head_yaw_asymmetry,shoulder_distance,head_tilt_vertical,label
0.061254235924762965,0.061798567289742715,0.12113274732752106,0.13351496640000732,0.001003011422220409,0.019078985183031638,0.45121353370620515,-0.019012898206710815,attentive
0.06272349775366332,0.06802789392164522,0.12825637746599491,0.14729413102442232,0.0010964332747343904,0.028480046628986184,0.4669484377435796,-0.01474994421005249,attentive
0.06049375444223183,0.06328782418126484,0.1259399477731355,0.13793594715750568,0.000515563574518293,0.03340277375235397,0.4546852682923795,-0.011092692613601685,attentive
0.06265409212393713,0.06159261557564232,0.12618257999324184,0.1368931215745147,0.0002999585682007174,0.05864780960947615,0.4581147003186133,-0.0091458261013031,attentive
0.060471362831473585,0.06637340267905102,0.11802234235588163,0.13711879055503037,0.0010040953814568871,-0.05508958329141424,0.4538451015063623,-0.0043141841888427734,attentive
0.05870832297394255,0.06520196207048785,0.14521094325594133,0.15064382492470924,0.0007366499153311113,-0.003509801775360735,0.4591170151824433,-0.009664654731750488,attentive
0.06353535495119324,0.06883906786786685,0.11359293640536741,0.1310239178126448,0.0006072936573676914,0.009063483450964875,0.45729817334101674,0.003885924816131592,attentive
0.05956217210768304,0.062186378616272533,0.12874373706733572,0.1428615329616608,0.0038919642072052325,0.010487015284454306,0.4646855084989631,-0.007089823484420776,attentive
0.05922834406484785,0.05626436787299431,0.16353864220073105,0.16014643537816967,0.0007264887422675706,-0.022603597644232858,0.45706012159393644,-0.016114026308059692,attentive
0.05091751235302035,0.05491940644090039,0.1358186204194403,0.1471523716796491,0.0006093135632781568,-0.014311477960531213,0.45476626852525087,-0.013985484838485718,attentive
0.057981244530739995,0.070659994350052,0.12428299162515946,0.13742898406768245,0.0007212924064468918,-0.052687096945527694,0.4840978536172859,-0.01289185881614685,attentive
0.06149410377170087,0.06650492839048701,0.1462567135392857,0.150321844929282,0.00041281721677636487,-0.006159108921222165,0.4681597433013405,0.011662691831588745,attentive
0.05609541440227112,0.058757349343590025,0.13587793439517162,0.15188203622616178,0.0004954252301669788,-0.010562322825519334,0.4455465991219181,-0.016485154628753662,attentive
0.05781653736285626,0.06330305135634649,0.12322367992490328,0.14176410223090505,9.848846068005978e-05,-0.007786931902951625,0.4654915147052647,-0.013335376977920532,attentive
0.06438475257861707,0.07109242448961983,0.128936716411897,0.14261434956154764,0.0008687154607644758,0.0015458199776612002,0.4503097052478896,-0.0065090954303741455,attentive
0.06025464286159399,0.06450922636855573,0.12393869033650921,0.13372746733377552,0.00024824091562735014,0.03650929720966716,0.44327080938700464,-0.020030289888381958,attentive
0.057705527093157315,0.0640718304608297,0.12168752784444545,0.13283025637307527,0.00047944990292390606,-0.02370589383314856,0.4729015102704273,-0.005978614091873169,attentive
0.060456518076078346,0.06640344641269764,0.11618283755637954,0.13209134936596284,0.0007692293947721444,0.02531420563337796,0.4507544805615549,-0.00310477614402771,attentive
0.06110599121736096,0.056068975376425835,0.1282609078002251,0.13824149498898555,0.0006702680165780917,0.058676851447769116,0.4517895175971645,-0.03130874037742615,attentive
0.055849004209751134,0.06280471063342682,0.12894148918703363,0.14420273787253113,0.0010433949530685269,-0.0893375450379383,0.4630768856056843,-0.01961231231689453,attentive
0.06126279408652477,0.06179739822478707,0.13094874550882898,0.1328060155021761,0.0003881726948653348,0.04254812673590378,0.45397461221720936,0.004184365272521973,attentive
0.05563461576569961,0.06293195863378757,0.11681872241084297,0.1352855787307735,0.0005676395360135551,-0.042467046037440115,0.4381714171145316,-0.039625346660614014,attentive
0.06685829906399073,0.06912165460335103,0.1168365396940841,0.13462325900495778,0.0004223046769857637,-0.0011295506684861104,0.4515464542951496,-0.010614126920700073,attentive
0.06274190139064856,0.06377223400330426,0.14681883346602434,0.15152939302555665,0.0018609265918003292,-0.009112208116639394,0.48862405706375794,-0.008290857076644897,attentive
0.06417117547809495,0.06737507733899502,0.11795458847922592,0.13523917363583507,0.0011013641660191182,-0.006584549503715942,0.44726105743071687,-0.030665814876556396,attentive
0.061300069792127695,0.06263715851353294,0.1388889683111466,0.1339066433935296,0.0006375994892622814,0.05627537544305176,0.44334372464148997,0.007534623146057129,attentive
0.06058294745548778,0.06381457064115445,0.11817241536879924,0.13422703262547084,0.0010006519424683399,-0.0040378508773682275,0.44094882679417496,-0.024505257606506348,attentive
0.059501154359054516,0.06504259956740187,0.12141259599227489,0.13223335793331195,0.0008930127973571509,0.022857176340063134,0.4413895295885484,-0.018138736486434937,attentive
0.058449327000288404,0.06619098520675103,0.1116178358104149,0.12702497397477727,0.0018689304233336188,-0.006045652737331737,0.44021042027915086,-0.02731877565383911,attentive
0.058196629185393686,0.061931339431963446,0.13847729911922485,0.14375159553913128,0.0006294342737295122,0.014066159344201253,0.44193022977950186,-0.02497801184654236,attentive
0.060157940881872624,0.0662322220170153,0.11375284240144973,0.1263074313421455,0.0006175455488302903,-0.025501459345047887,0.5070371343713053,-0.02015697956085205,attentive
0.06087234912693423,0.0676967904871261,0.1111586230495846,0.11735378182922028,0.0009007522273893916,0.022396776060349007,0.4889457954402761,-0.01819819211959839,attentive
0.06234653404335295,0.0639566603752247,0.12330637390776199,0.13693098896074096,0.0005731736406667282,0.008182214067089327,0.4945190271351496,-0.025043487548828125,attentive
0.0641280366026646,0.07234336867540363,0.11374300214682341,0.12359951138898691,0.0006397030693586549,0.03188584152097115,0.4944724544914967,-0.01238948106765747,attentive
0.06306328812826095,0.05827795268051153,0.12274484567414533,0.14096884625456194,0.0006227422952297342,0.01832397947926973,0.5056614611746648,-0.021470069885253906,attentive
0.06147089084009104,0.06307545296360942,0.12801569341222582,0.1424581727836804,0.0004007074600652064,0.005737382213230585,0.43527478071472353,-0.011372417211532593,attentive
0.06503746211747538,0.06199204684784386,0.12073257469594463,0.1336451583060322,0.0002720682546701019,0.03941398039059936,0.4735850425776152,-0.03206604719161987,attentive
0.05676163246241408,0.061980153712545616,0.11514883092960011,0.13040508486539715,0.0009208779670159354,0.02153300908298756,0.4747957138677954,-0.0200023353099823,attentive
0.06472329562305808,0.06287051622739169,0.12788807525719292,0.14286965515365996,0.0003790154840111454,-0.031172799145075536,0.47372677475118563,-0.029111504554748535,attentive
0.06002113852895969,0.056890130309055556,0.1313223902739427,0.13631317574823423,0.0007741777642946235,0.07335599778892371,0.46422537377547646,-0.009947121143341064,attentive
0.06044071109080908,0.062211815136385545,0.1173900567435833,0.13711343430924341,0.0006774648051931636,-0.013678324445426025,0.46888471265301035,-0.025407373905181885,attentive
0.05842487488839618,0.06243533889853338,0.12752051672395787,0.13458785903587223,0.000734831425445602,0.03350836848683287,0.47513924868294544,-0.00989636778831482,attentive
0.06414383049522322,0.06221139829448495,0.1284085047683628,0.13703370311891264,0.0005909107051760112,0.018815480815876126,0.4397092108901901,-0.010483860969543457,attentive
0.05781490386863926,0.06230183182259334,0.12220869902099785,0.13204939559448908,0.0006632065050912679,-0.043618233919663,0.48800759174254393,-0.0005321204662322998,attentive
0.05788965058179603,0.055125008902072864,0.1272464745137782,0.13487223951525085,0.0007018679083775363,0.06903753847172076,0.47916439436472336,-0.0007964074611663818,attentive
0.06002550371868803,0.05780037100178623,0.12025410042668445,0.13149692154712395,0.00045002877954990265,0.05338482000068446,0.47660038404470406,-0.026772916316986084,attentive
0.061002982395673325,0.06518297812172538,0.13280515995202577,0.1354461165638862,0.0004511183460506917,0.04684545896372868,0.4542217069662087,0.010732144117355347,attentive
0.06213274764454623,0.06782567167836945,0.11289405619558356,0.12248813588655973,0.0005357605965363366,0.026445946066434838,0.5225861829998445,-0.01876145601272583,attentive
0.06420034159011585,0.05942309467831236,0.11718219094880068,0.13165706040586656,0.0006061242638567454,0.012318965053888773,0.4439163663186996,-0.016558408737182617,attentive
0.05927445888354655,0.06744055908250013,0.11989967704962184,0.13094849714474632,0.0006289770195479428,-0.017180840039668452,0.4461606196547659,-0.028715461492538452,attentive
